,stars,text,title,review_date,rating,clean_text,sentiment
1146,4.0 out of 5 stars,"









  
  
    
  CONTENT.

  
",SATISFIED.,Reviewed in India on 15 September 2020,4,CONTENT,neu
1147,5.0 out of 5 stars,"









  
  
    
  Got for the best price . Really good read and write speed. Write went to 58mbps and read around 95mbps.highly recommend it.

  
",Got for the best price. Really good read and write speed,Reviewed in India on 21 November 2017,5,Got for the good price really good read and write speed write go to mbps and read around mbpshighly recommend it,pos
1148,4.0 out of 5 stars,"









  
  
    
  Transfer speed is greate, go for it.85mbps,as well as 22mbps, constant...Better than sandisk which is 70mbps as well as 18mbps, same price range but quality is very good for samsung sd cards.

  
","Better than sandisk,go for it, get the speed as they say, Constatnt.,satisfied.",Reviewed in India on 21 June 2020,4,Transfer speed be greate go for itmbps as well as mbps constant well than sandisk which be mbps as well as mbps same price range but quality be very good for samsung sd card,pos
1149,5.0 out of 5 stars,"









  
  
    
  It's a good product. It is 100% genuine and original product has described. I'm using it for past 3 months and I am very happy with it. It has good read and write speed. I recommend this product.

  
",Very good product.,Reviewed in India on 4 December 2018,5,It be good product It be genuine and original product have describe I be use it for past month and I be very happy with it It have good read and write speed I recommend this product,pos
1150,5.0 out of 5 stars,"









  
  
    
  Easy to use but it gives only 29 GB for usage. My suggestion instead of  buying 32GB better choose 64GB or 128GB... If you are a storage master...

  
",Nice product,Reviewed in India on 5 June 2020,5,Easy to use but it give only GB for usage My suggestion instead of buy GB better choose GB or GB if you be storage master,pos
1151,1.0 out of 5 stars,"









  
  
    
  Can somebody from technical team call me at 9985519120. I need to retrieve the data that is lost.

  
",Data retrieve,Reviewed in India on 11 December 2017,1,Can somebody from technical team call me at I need to retrieve the datum that be lose,neg
1152,5.0 out of 5 stars,"









  
  
    
  large storage capacity. data transfer is also very fast. loved it... :)

  
",Great,Reviewed in India on 23 May 2018,5,large storage capacity datum transfer be also very fast love it,pos
1153,5.0 out of 5 stars,"









  
  
    
  I bought it for my DSLR camera best for fast transfer of data

  
",Best transfer speed,Reviewed in India on 22 May 2020,5,I buy it for my DSLR camera well for fast transfer of datum,pos
1154,5.0 out of 5 stars,"









  
  
    
  Worth every penny. Specially if u have a samsung phoneCould always be a bit cheaper!

  
",Good product,Reviewed in India on 24 June 2020,5,Worth every penny specially if have samsung phoneCould always be bit cheap,pos
1155,5.0 out of 5 stars,"









  
  
    
  High priced. Otherwise it’s good

  
",Overpriced good product,Reviewed in India on 23 April 2019,5,high price otherwise ita good,pos
1156,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 28 August 2018,5,Good,pos
1157,5.0 out of 5 stars,"









  
  
    
  Fast Delivery, Good Product, using it with Note 3, getting decent read writes and the ample space as expected.. Buy confidently if you need a quality product with SPACE!

  
",EVO 128 GB Grade 3 with Samsung Note 3,Reviewed in India on 4 December 2018,5,Fast Delivery Good Product use it with Note get decent read write and the ample space as expect buy confidently if you need quality product with space,pos
1158,5.0 out of 5 stars,"









  
  
    
  Perfect deal

  
",Perfect deal,Reviewed in India on 16 October 2019,5,Perfect deal,pos
1159,5.0 out of 5 stars,"









  
  
    
  Awesome product. Loved the SD Card. Moreover provided a converted to work as SDHC on cameras and works pretty well.

  
",Excellent product and really fast,Reviewed in India on 25 August 2020,5,awesome product love the SD Card moreover provide convert to work as SDHC on camera and work pretty well,pos
1160,5.0 out of 5 stars,"









  
  
    
  I bought 32 gb of same brand 8 years ago and still using it. This is awesome.

  
","Definite buy, it will be long lasting",Reviewed in India on 24 July 2020,5,I buy gb of same brand year ago and still use it this be awesome,pos
1161,5.0 out of 5 stars,"









  
  
    
  Good product..OG Samsung memory card..Read & write speed was good..Courier Packeg should be packed More carefully... delevered on time...

  
",good original Samsung Memory card...,Reviewed in India on 11 December 2017,5,good product OG Samsung memory card read write speed be good Courier Packeg should be pack more carefully delevere on time,pos
1162,5.0 out of 5 stars,"









  
  
    
  Good product received, and working as expected.

  
",Good product.,Reviewed in India on 27 September 2017,5,good product receive and work as expect,pos
1163,2.0 out of 5 stars,"









  
  
    
  For Samsung phone I would recommend to use Samung EVO not EVO plus... EVO Plus reading is a slow...

  
",Use EVO not EVO Plus in your phones...,Reviewed in India on 17 February 2018,2,for Samsung phone I would recommend to use Samung EVO not EVO plus EVO Plus reading be slow,pos
1164,4.0 out of 5 stars,"









  
  
    
  Using for almost 1 month , read and write speed goes up to 90mbps at every time. Don't install apps in this , it takes some time to load.Good for storing media file.

  
",Pretty Good,Reviewed in India on 21 June 2019,4,use for almost month read and write speed go up to mbps at every time do not install app in this it take some time to load good for store medium file,pos
1165,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 17 May 2020,5,Good,pos
1166,3.0 out of 5 stars,"









  
  
    
  Storage capacity is average can't utilized all storage

  
",Good,Reviewed in India on 29 January 2020,3,storage capacity be average can not utilize all storage,neu
1167,5.0 out of 5 stars,"









  
  
    
  Best available card at this price with excellent quality. Secondly Genuine card received,thanks Amazon

  
",Five Stars,Reviewed in India on 17 August 2020,5,well available card at this price with excellent quality secondly genuine card receive thank Amazon,pos
1168,5.0 out of 5 stars,"









  
  
    
  awesome products with amazing read & wright speedread speed  - 146mbpswright speed - 92mbps

  
",awesome product,Reviewed in India on 4 December 2018,5,awesome product with amazing read wright speedread speed mbpswright speed mbps,pos
1169,5.0 out of 5 stars,"









  
  
    
  It's working fine . up to know i didn;t find any error .

  
",Excellent product,Reviewed in India on 15 November 2019,5,It be work fine up to know didnt find any error,pos
1170,5.0 out of 5 stars,"









  
  
    
  Write & copy Speed :: Something 24/25 mbps good quality....

  
","Amazing Speed, I Love It Memory Card",Reviewed in India on 3 April 2018,5,write copy speed something mbps good quality,pos
1171,1.0 out of 5 stars,"









  
  
    
  Base on the other reviews and the description of the product i bought it, as it says it supports 4k recording but my yi 4k plus does not support it.

  
",It's doesn't supports yi 4k plus,Reviewed in India on 11 December 2017,1,Base on the other review and the description of the product buy it as it say it support recording but my yi plus do not support it,neg
1172,4.0 out of 5 stars,"









  
  
    
  My second Samsung memory card.delievry was so awesome in just 2 days even in great Indian festival. Card speed is just super transferred my 7 gb photos from internal to Samsung evo in just 3 minutes.

  
",Go for it..I just got it for 699.,Reviewed in India on 14 March 2018,4,My second Samsung memory carddelievry be so awesome in just day even in great indian festival card speed be just super transfer my gb photo from internal to Samsung evo in just minute,pos
1173,5.0 out of 5 stars,"









  
  
    
  Its great. Highly recommend.

  
",Full value for money,Reviewed in India on 25 December 2018,5,Its great highly recommend,pos
1174,5.0 out of 5 stars,"









  
  
    
  It was bought as a gift. It is attractively packed.

  
",Samsung Micro SD's are very reliable and atractively priced.,Reviewed in India on 2 October 2019,5,It be buy as gift It be attractively pack,pos
1175,4.0 out of 5 stars,"









  
  
    
  Works well so far. Using only very intermittently. Transfer rate is okay. Costs high, paid > 799.

  
",Costs high for quality and transfer rate.,Reviewed in India on 6 March 2020,4,work well so far use only very intermittently transfer rate be okay cost high pay,pos
